id_src,block_timestamp_src,event_index_src,extrinsic_index_src,phase_src,module_id_src,event_id_src,extrinsic_hash_src,finalized_src,dest_para_id,block_num_extracted,corr_id,id_dst,block_timestamp_dst,event_index_dst,extrinsic_index_dst,phase_dst,module_id_dst,event_id_dst,extrinsic_hash_dst,finalized_dst,dest_chain,source_chain,latency_s,cost,status
2199872500077,1723106964,21998725-77,21998725-5,0,xcmpallet,Sent,0xbe49507e7dc92faa877c4e884d277adb929f8837a71f61ea6264b9e53bc3348d,True,1000.0,21998725,0xdb45c19633d4c27c557ac84eb8fe2586f1d01601ee0b2b22d06335cff994b489,686069900006,1723106976,6860699-6,,2,messagequeue,Processed,0xa30dc95dd43e331d31d399223b5312b0d2d76c9d990804e930d2d1cbe275c5de,True,assethub,polkadot,12,181667896,Success
2199850000050,1723105608,21998500-50,21998500-2,0,xcmpallet,Sent,0x531fdb385283892817c47edbf91d3716e519074682bfe4c8549e934ce0d9178f,True,1000.0,21998500,0x4fea5057e9ad8c771e6c5962aeaaf82713072f7f41aeb7e9ee8d8e5062d3025c,686058800004,1723105620,6860588-4,,2,messagequeue,Processed,0xb723c1e0b470aa853049117e8c3cad28ac31e19826b533b43c3b79619fd829b0,True,assethub,polkadot,12,180667896,Success
2199657200065,1723094010,21996572-65,21996572-3,0,xcmpallet,Sent,0x70f3a5fc38edcfdc101d23c500d332468aeb6a5dfd945f59110cc0b2f347702c,True,1000.0,21996572,0x26b99e84602ce13102ce80770cb2dd4508b314bcd0ada3a2de1ccebe734e7655,685963300005,1723094028,6859633-5,,2,messagequeue,Processed,0xa318ca9f518ab41fe4c2a440e7ae7ee1e156d69e6231509dc673f38bd7e048f0,True,assethub,polkadot,18,181667896,Success
2199607800063,1723091046,21996078-63,21996078-3,0,xcmpallet,Sent,0xd543336bc7703b954af22b3ae3b04d7c23e0ed8bb7fd03d6736df13965700aa0,True,1000.0,21996078,0x5f3b0534b8cecb9c6d49a53032604dc77f7efd8edff5ce1fa0a6bdb7f7aad068,685938600004,1723091058,6859386-4,,2,messagequeue,Processed,0x7eea6c968630483db1630fc4091bd1ee0dd0cb121cc786beb38cae3cca85df83,True,assethub,polkadot,12,181667896,Success
2199514500054,1723085436,21995145-54,21995145-2,0,xcmpallet,Sent,0xb953997bf279de6910a069dfdf440c9aceafdbdb52b62e7563e62b9273bb1a7d,True,1000.0,21995145,0xa9bceacf34d001c6c518d39ac0cd12d516f4e4f1bf17e0339d66af7df7e128a7,685892800004,1723085448,6858928-4,,2,messagequeue,Processed,0x4d0dd14236ed6196b8072a1e5adc612388573b4fdd64adbd5a006a69d1d63070,True,assethub,polkadot,12,181667896,Success
2199440100062,1723080966,21994401-62,21994401-3,0,xcmpallet,Sent,0xe4c3587f0b53a588fd4a74f34d63643e7107032674654799decde7fb2089e2a8,True,1000.0,21994401,0xc0b9aa7a883d5ddca5106ba9fcbedfb3de55d7a678331a18dfb29a6e9057ae8a,685855900003,1723080984,6858559-3,,2,messagequeue,Processed,0x128b9b9927addc4775643baccfaf691b92104a1cc3e7d9434443e2fde1b10e47,True,assethub,polkadot,18,181667896,Success
2199414800054,1723079448,21994148-54,21994148-2,0,xcmpallet,Sent,0x967e2ed2cfc5549c93c5f5eecb7490c073c6b863e82023f6b3edee4544b85502,True,1000.0,21994148,0x7832166cf95e179534d6e7cd12bc6cc0391f4b04ee5be0cb38efa856b46a89e3,685843200004,1723079460,6858432-4,,2,messagequeue,Processed,0x79959bca59e736b6aa979336db1c62af3e360215e0cb88159b51e1d9f29d04aa,True,assethub,polkadot,12,181667896,Success
2199409700058,1723079142,21994097-58,21994097-2,0,xcmpallet,Sent,0x7033e41e0fb714c99fea44b4af1a60e39f6419807c9775890bfd4c2c3674fbd3,True,1000.0,21994097,0x9346877c80445379fa7931b9cebe426305385f8613c7569b9911ef072c2bbca9,685840800006,1723079160,6858408-6,,2,messagequeue,Processed,0x166dff234085db38543d03333449a3bb140dce2e5247cd68660df8a42392f7f0,True,assethub,polkadot,18,180667896,Success
2199367600055,1723076616,21993676-55,21993676-2,0,xcmpallet,Sent,0xd31eae111acfd90dff276108c7d2a32131375479cea025ab0bfa44bacdf14fc5,True,1000.0,21993676,0x94b0741db6b40a372375063ceb9f599894c689a47ff532d7730ea11efc0b5496,685819900004,1723076628,6858199-4,,2,messagequeue,Processed,0x839b39db59538fadd8e46d1d95947536a010fa7ef837a1722bbe98a72818cf17,True,assethub,polkadot,12,181667896,Success
2199292200066,1723072080,21992922-66,21992922-3,0,xcmpallet,Sent,0x6d5c98d5ae75c9e9c883592eb0d72bc19546daa9292df1a5aea204a3a023d8e0,True,1000.0,21992922,0x9008305154fd19ae74ae4c6f0ad43d962e9b17d2118b12903e1560de1c2c09cf,685782400004,1723072098,6857824-4,,2,messagequeue,Processed,0x6fb06c18fd6f58a651f9b87afa4c586e8b6d74870016b5f9d3c1516d62ad6f5c,True,assethub,polkadot,18,181667896,Success
2199172900054,1723064910,21991729-54,21991729-2,0,xcmpallet,Sent,0x91c249d0f0176326bfc915210d615cf8f7e7570e6a3d33eca1984e5db7af1c27,True,1000.0,21991729,0xccb0cd2ae32a51d1526e68675b9238bf02a410e537924454aedd650bbde0c7bf,685723100003,1723064928,6857231-3,,2,messagequeue,Processed,0x818242986518a90a9ac1c58d7109ab3dc92807eec9236313e2e5f3c08b494609,True,assethub,polkadot,18,182667896,Success
2199164100060,1723064382,21991641-60,21991641-2,0,xcmpallet,Sent,0x3453ce43c68d336469ef5d1ba0f5085997d313b8941c96bfe4e83d6e65d3ee56,True,1000.0,21991641,0x738fba708dba99d3642633a3a16b236cbe36ab231e5d2927b76a3c93879d491e,685718700004,1723064400,6857187-4,,2,messagequeue,Processed,0x2350f2a4b4e733bfc3736effabcc913cd57e6bcde73cddd81fe73492961667b3,True,assethub,polkadot,18,181667896,Success
2199141300061,1723063014,21991413-61,21991413-2,0,xcmpallet,Sent,0xb58de0e9526c14e1f5ee2aabc81b831445cfd9a78b67976a38be97b35295c428,True,1000.0,21991413,0x3d874df669e13b9cbde3adb8edb83dec3802a67529b1987e89d1c98ca39cbe7b,685707500004,1723063032,6857075-4,,2,messagequeue,Processed,0xb835aebf94b99ac1d2462bc2334b64b9c4fcab172911f5516caee63b2ab27234,True,assethub,polkadot,18,181667896,Success
2199053300057,1723057716,21990533-57,21990533-2,0,xcmpallet,Sent,0xea0ae5a9ec3f1a9b84f713ea02d21a00b93daf316577643b6c531ba57005458b,True,1000.0,21990533,0x6c034ab40fa93ddd7b4535ea86f9b90ceff9d30cf438135b56787f8c914f1334,685664100004,1723057728,6856641-4,,2,messagequeue,Processed,0x35b0330dd055dcdd6c7bc5275ca64c11f1ec0527d64b69a725bf775aa3e9ac30,True,assethub,polkadot,12,182667896,Success
2199042800072,1723057086,21990428-72,21990428-4,0,xcmpallet,Sent,0x9971a9e459aa7257b278b1e47998a2c185c53e290a4bcb1abc8a7292c4629dc9,True,1000.0,21990428,0xc09ac4b6605b264b29a9eb89eef19b5ed7bbce4a16e8c51c5cad32ad858fd6ef,685658900004,1723057104,6856589-4,,2,messagequeue,Processed,0x6f6653273ce380bac8eb49c0862934b2c3dc43ace98bebf6631fb5e558bb4182,True,assethub,polkadot,18,181667896,Success
2199016300058,1723055490,21990163-58,21990163-2,0,xcmpallet,Sent,0x6d4e19b3fd891c2f47191665a4583837b74d005e4cd612d71b724d661d8607ba,True,1000.0,21990163,0x1655856a7eacf14825ed05bef735c4776f2f1a9e2cbfecdce94b5b20ca8555be,685645800003,1723055508,6856458-3,,2,messagequeue,Processed,0x766b4ce703935275bebe0a5b53832cb059857a8a34334a9cb99735a7c58f01c0,True,assethub,polkadot,18,181667896,Success
2198962300054,1723052232,21989623-54,21989623-2,0,xcmpallet,Sent,0xf27975b78fe3fa4575eed2feb3c9e5dc6b0a16d53e963f678197ca7c0cf80fe1,True,1000.0,21989623,0xc452d598cece9bece694c339abed44518f0241bd8ce7f9ec12b1359ab2293e2f,685619200004,1723052250,6856192-4,,2,messagequeue,Processed,0xcf7162e51aba23d011f3ce93adb698f9999c829790f43b79c1afb16dc7bbd0e3,True,assethub,polkadot,18,181667896,Success
2198953100072,1723051674,21989531-72,21989531-4,0,xcmpallet,Sent,0x79aea469fcbed817b9aa02376f7b5321d0cb2f90823480f1e1c1d7537d2be9e9,True,1000.0,21989531,0x9262e94b7f9257a98b4ab9aa80e3d3100d9178bd6fea715d03556fb9ba3bcf19,685614600004,1723051692,6856146-4,,2,messagequeue,Processed,0xbc5fc9a66ed9b848cce72f5eaf5cc295c04ac0c2e905ff2591a96ce6f7700d1a,True,assethub,polkadot,18,181667896,Success
2198853000056,1723045650,21988530-56,21988530-2,0,xcmpallet,Sent,0x19fd590811cf778ed66a05ae4cc9ce130f790c87b5f73424ab524b692df26044,True,1000.0,21988530,0x905809ec5432665a97ce5afc38d3ffbc88dab559288057d744fec4ab6da00e57,685565000004,1723045662,6855650-4,,2,messagequeue,Processed,0x823649a5d607c8a435ce85b875536d7200c083f6679289dde39a8f046b5d294f,True,assethub,polkadot,12,182667896,Success
2198813800057,1723043286,21988138-57,21988138-2,0,xcmpallet,Sent,0xcc580e3812e4f709ff46c7c0ac10b99e112b376c3a570039a87ef3cdc2f81947,True,1000.0,21988138,0xcbd1fae978be3d7059d0cb259bbbb13f738f33318f78229e8e992e4b25190942,685545700006,1723043304,6855457-6,,2,messagequeue,Processed,0x68ff487f6c861e270393a80bacb90818d73756ff7a7adbb622e8b2abf61d2323,True,assethub,polkadot,18,179667896,Success
2198809400064,1723043022,21988094-64,21988094-3,0,xcmpallet,Sent,0x13cb66f960b3e034306b6c1088b1256d7a8e01947eeed0c57fa144ff18f5a5da,True,1000.0,21988094,0xe913ea692965623ed5f577f63f324baa1a25da03c9c19ce879ec426544773bfe,685543500004,1723043040,6855435-4,,2,messagequeue,Processed,0x533435eff65eea00ce346d6137b81db559c18e956fe2560c731d0c4b38d0c41a,True,assethub,polkadot,18,181667896,Success
2198784400060,1723041522,21987844-60,21987844-3,0,xcmpallet,Sent,0x12f0ad814f48474f4a33f4eac5b9eb1cf6f1cb848addd8efaff0f4c6fdc0a155,True,1000.0,21987844,0xc4b9650c5d94d1aa10255f9e0560afd3f9cd2619a592ab42ec1eb82900e451db,685531100004,1723041534,6855311-4,,2,messagequeue,Processed,0x4c519e3dd11dea53575b0b691f377f314137abc10c72bc9c97e91777c6ba4b47,True,assethub,polkadot,12,182667896,Success
2198783200071,1723041450,21987832-71,21987832-4,0,xcmpallet,Sent,0x3625bf29a07b614a1593a9a2bd9273141c53ac91f28f61e71072b182856836c9,True,1000.0,21987832,0x26bd529524309ca32019ebb84dc7e51b133fdadd0fdb1efeb8a66c403b6dd2bb,685530500004,1723041462,6855305-4,,2,messagequeue,Processed,0x977c980b1464acfbfeba36fab6a5012096a5221cfcb6fec44a843eb6a667994f,True,assethub,polkadot,12,182667896,Success
2198771900057,1723040772,21987719-57,21987719-2,0,xcmpallet,Sent,0xd97365d9d592d1bf0ea0c45d84f6785f6c3a3124b6011880420bf2ed75b99eb1,True,1000.0,21987719,0xaedd5e1df3f0bd97f4f3d8a37ac31cfa324cfdbbca8b4548fdbd951c23c4725c,685524900004,1723040790,6855249-4,,2,messagequeue,Processed,0x27d958b421960990d0d25a8d6403cbe6d6cd6ba4e86f78efab70aaedd7fe3de4,True,assethub,polkadot,18,181667896,Success
2198734300057,1723038510,21987343-57,21987343-2,0,xcmpallet,Sent,0x25e73c61b5080f8272c3934bbfde7dbdee5ff72472d5dee76e46ed4185338701,True,1000.0,21987343,0x629326df51353cc7d6a7d81bdf73a2ca0dc13c385665e491bd478a590a86a5a7,685506400004,1723038528,6855064-4,,2,messagequeue,Processed,0xe579f53984cf313af8632fdb0bb4ed1c69e2d7827483e14346a2f9dbdd0ba55d,True,assethub,polkadot,18,179667896,Success
2198652400056,1723033578,21986524-56,21986524-2,0,xcmpallet,Sent,0x937021adfa396c069ef95d6f9bc41afd0a737da7c70827213db751e0a038e946,True,1000.0,21986524,0xb509f004bcf141a1265b60a31fbcf3cd2a395383ded85cb0dfeab9a58c3fbc16,685465500004,1723033590,6854655-4,,2,messagequeue,Processed,0x12dbeeaf696c076e4e214299f9b102966fc23e7726eecd4c05546d6a1437dd82,True,assethub,polkadot,12,179667896,Success
2198617500058,1723031484,21986175-58,21986175-2,0,xcmpallet,Sent,0xdc584de7bf66139d88674a41e80238748d1739cfc53abb291a3a2275e7fe1dbf,True,1000.0,21986175,0x91e31b2a9c9392c7747efb0947fdd680910eb4f7b0493a20a34c6a4b2d4556fb,685448200006,1723031496,6854482-6,,2,messagequeue,Processed,0xe11845158f0ebe433aaa2f6b67c96d188438d0f3dccf2270ceebc3c0c14812d7,True,assethub,polkadot,12,181667896,Success
2198575500069,1723028964,21985755-69,21985755-4,0,xcmpallet,Sent,0xfe5095bf7608cf57522876d03c5da824ceda75eccb626c005e0045429df38796,True,1000.0,21985755,0x343494fb962116a59723a3ba94ed87fa559ba7bcb91dcd6a8c6a63566515cd35,685427500003,1723028988,6854275-3,,2,messagequeue,Processed,0x8f4f229795202fe43814b70019f9c15019fceabdb9742b024f68cd0d84234900,True,assethub,polkadot,24,181667896,Success
2198569900057,1723028622,21985699-57,21985699-2,0,xcmpallet,Sent,0xc80fd8630f157d22b52dfeaabb4a91331b744111e1d29f9e6ecb7d50f39700ef,True,1000.0,21985699,0x8f8a37746aaca288a5d24226a6c8633b0c81576296670a5c0e61b6e1d0aadc6b,685424700004,1723028640,6854247-4,,2,messagequeue,Processed,0x0abe232781e588ee210f974a0bf7c3411f87886cb4e3238856f6345598c5008d,True,assethub,polkadot,18,181667896,Success
2198568700059,1723028550,21985687-59,21985687-2,0,xcmpallet,Sent,0xee47386d328c1c9d4c37c9d8ffbab15e4147af1bd33812e74062cfb7a358e74f,True,1000.0,21985687,0x4212a625bed874d735f2441252c2a7f2a1dd637e07d144397301663774593efd,685424100005,1723028568,6854241-5,,2,messagequeue,Processed,0x795a1ee7911356cb183a6cda15b2f6d4f113a44ca73c76da8b7037be5a9f900b,True,assethub,polkadot,18,180667896,Success
2198542700056,1723026990,21985427-56,21985427-2,0,xcmpallet,Sent,0xda20454304e44bc884a013af7bca15a8256952523882a99475714fd47fe92774,True,1000.0,21985427,0x024a972dc6307a3d154f55e748f74fa00ba0eb60d34390ebdb91d8f40d5655f5,685411100003,1723027002,6854111-3,,2,messagequeue,Processed,0xad24b6c0d71b04e669ccf8249cabf2bbe43321757a885257cd6cff15cb51ef3c,True,assethub,polkadot,12,181667896,Success
2198373400065,1723016784,21983734-65,21983734-3,0,xcmpallet,Sent,0x8d6c120067d830ba617dc8d25ff55044f79cd2d7e68f733423a3ce33760f8b6c,True,1000.0,21983734,0xa6dc6e7621abeed33f4e6170be90b52f305827bdd33576846b68a6172e1f161c,685327000004,1723016796,6853270-4,,2,messagequeue,Processed,0x6a3442997a4e04fdb9f50ca27d76c42bc6122fec61ed0376f78d6d0008fa9eb2,True,assethub,polkadot,12,181667896,Success
2198336700057,1723014582,21983367-57,21983367-2,0,xcmpallet,Sent,0x907cccfe31e37bd3e16ba757ca759a34cbc2b12f9902ee1e60ba8066b9469b8d,True,1000.0,21983367,0x28e6ed5b9ee2d0cb58e686701a3d670ca600c09966bb26c987c66657c2096bc9,685308900003,1723014600,6853089-3,,2,messagequeue,Processed,0xdd01db005fb0bc8f8738609168f0bf22294a5bb2bfe0cd6ccd9f07ff76c11c10,True,assethub,polkadot,18,190667896,Success
2198323200055,1723013772,21983232-55,21983232-2,0,xcmpallet,Sent,0x6d151b9faecab39baee8196218aa017d44a63349fdef274824ea4a2a626fd436,True,1000.0,21983232,0x413a0fa098a7f899422941240ceff2f04ec581e924fff0a9a272f9be72fa0192,685302200004,1723013784,6853022-4,,2,messagequeue,Processed,0xc8f39e7c3087f1b3ba193c0908df44263577357211cedd01161513adf95293da,True,assethub,polkadot,12,182667896,Success
2198319900056,1723013574,21983199-56,21983199-2,0,xcmpallet,Sent,0x50c337d735652c6e625a014956d19eca5c7734cffa04532dab3289c5562cc6db,True,1000.0,21983199,0x857683b7ba07bf96273f83baf81417f4fe545bcfe0a7e9b2187e453a08058837,685300600003,1723013586,6853006-3,,2,messagequeue,Processed,0x74bafa2777bd8bd874725ea9746c1b24f7bbcafd732d22bb332c7b443c68c891,True,assethub,polkadot,12,182667896,Success
2198216700063,1723007376,21982167-63,21982167-3,0,xcmpallet,Sent,0x963e30ef74c276104b11fbf53973ba4a040cecba9aee2c9de6971fe8edbb30cc,True,1000.0,21982167,0xca6b9de627d4e42730a766a73381350c3940161f6133f44e054aa52be1e78029,685249100003,1723007388,6852491-3,,2,messagequeue,Processed,0xe464cf977b0466af50cbd1db2755b882395f0f1b28c85e72c60bfe0810dfe88a,True,assethub,polkadot,12,182667896,Success
2198102100056,1723000500,21981021-56,21981021-2,0,xcmpallet,Sent,0xc7b366039208ed51af2d10132f0e2ee4f7d2693c99165a97a515f8a52c79e2fe,True,1000.0,21981021,0x0561f1092f697298beba0df146af2cf78d9207ee005c796386243047904de60a,685192500004,1723000512,6851925-4,,2,messagequeue,Processed,0xce5c42faed91e529cde117cb2938d526c1a49cf922809a7662f9c66415f1e7be,True,assethub,polkadot,12,181667896,Success
2198088600057,1722999690,21980886-57,21980886-2,0,xcmpallet,Sent,0x0e5e8d11fe1053941cae646a03bc397c3d45de4eb4392e99e98077a466d5b544,True,1000.0,21980886,0x7608514b11461859a6892ca048f94f3fb9293a06da8285c09e52f5d8cfee0962,685185800004,1722999708,6851858-4,,2,messagequeue,Processed,0x6b906abe4fba004467015f8856ade6b915485d0a2ef3d9081e472e3eda897478,True,assethub,polkadot,18,182667896,Success
2197815300058,1722983226,21978153-58,21978153-2,0,xcmpallet,Sent,0x812be39717fd514cb9e4860addc01146a3c5769f074196143dee315f5eabbf7e,True,1000.0,21978153,0x8bdd875d14d8af2b87c17de47636eb508878fc9086eee192b59af78fcf94fa4f,685050100003,1722983244,6850501-3,,2,messagequeue,Processed,0x0cff4902d73bdd32e737d0c15f14499ccdf0caa19e68ad463b4924cd5a833240,True,assethub,polkadot,18,182667896,Success
2197740800059,1722978750,21977408-59,21977408-2,0,xcmpallet,Sent,0x03ee675cc25e2bd013299aa2e81706c724d8cb85ba52337c060151fc4255a0a9,True,1000.0,21977408,0x22495b8a447bb768f9a5fed5083afd192a7c678cb5841c5938a7dc46b3e3fbf4,685013100005,1722978762,6850131-5,,2,messagequeue,Processed,0xc8777ae4e0ed603ad9601bff9a2a63eb50698bb92106c50f3907269c590f6518,True,assethub,polkadot,12,181667896,Success
2197738700070,1722978624,21977387-70,21977387-4,0,xcmpallet,Sent,0x281dd7a50ccc093919dfc7b6256c7b903385acd41114eb22faf5d266306a129e,True,1000.0,21977387,0x6a8de930d2a8b3fa10f6674370bfcf524c990b3a8aac203bac5168d4da00f42d,685012100003,1722978642,6850121-3,,2,messagequeue,Processed,0xa5cdd5d293387945e4c747e1b6766142de14fa80595d5a67cdffffe699f22c8f,True,assethub,polkadot,18,179667896,Success
2197701800059,1722976404,21977018-59,21977018-3,0,xcmpallet,Sent,0x54dc2d0a9cbab884120cd1e69f53248e90cd29118afbfe0944256ab10d4e9d5c,True,1000.0,21977018,0xe0ea0a2898cd102246be513806885ce671ebac209103bc06bb960c602b4ab3cf,684993900004,1722976422,6849939-4,,2,messagequeue,Processed,0xa1307d2fee19190bf58f5db7af8c915ba2659541c27e6c38ad0c808a69aa58c6,True,assethub,polkadot,18,181667896,Success
2197691700072,1722975798,21976917-72,21976917-4,0,xcmpallet,Sent,0x1912ade5dc61e47c17dd38941eb5f0d6b52f9be690827bc8f9eee1a7b86b63d1,True,1000.0,21976917,0x58b3a8917086a307201b2d6aa50ae9a4e4888fd14f5ab7c31a3de08d2d5253ed,684988800004,1722975810,6849888-4,,2,messagequeue,Processed,0xda46effbc72b22c42b2e08d9f8099d53e4bbbf5f8c234343fc5b96566369a305,True,assethub,polkadot,12,181667896,Success
2197656300057,1722973668,21976563-57,21976563-2,0,xcmpallet,Sent,0x88102cc4ba525dc933bda10d116baf7e9811c3f59b7e6df0f9b45349b8e90055,True,1000.0,21976563,0x90f2f83c13059604a1e38368945df675d73e7c98ac83a53e83295f68973b82f7,684971200004,1722973680,6849712-4,,2,messagequeue,Processed,0x26455b988c74ec2e5fe6d92501a2689ee76389ddac980c264f4825fe3457a3fb,True,assethub,polkadot,12,182667896,Success
2197382600065,1722957198,21973826-65,21973826-3,0,xcmpallet,Sent,0x0c8416fc72646db557a2d865ffc3642b709d82c9af9bddf90f63fec8dccf07dd,True,1000.0,21973826,0xa3df979c786840d5c577d4a8b7959799e5d3e5362b5812b54a1cde43f6999750,684836000004,1722957216,6848360-4,,2,messagequeue,Processed,0x2dae805251bf3c7eff1521caa9e232d5137d75b73189712f8c30a6b543ccc915,True,assethub,polkadot,18,181667896,Success
2197334400056,1722954300,21973344-56,21973344-2,0,xcmpallet,Sent,0x857e2de3e2ce8ec7261ba816beedee2374ece013c5076997ba34532e02c62f3c,True,1000.0,21973344,0x038a9cba3b551f160dc7d0eeb2fb3103910ddb0f5bf02ab8bca4c89ca4113db2,684812100003,1722954312,6848121-3,,2,messagequeue,Processed,0xbf7612c1c6187b99dd3035a833481643f403fa91712478d2a8d4b5b2163094a9,True,assethub,polkadot,12,181667896,Success
2197231200055,1722948096,21972312-55,21972312-2,0,xcmpallet,Sent,0xd6459c50489e2f47a531f790b8bbe01a8d42d341b869c3e4c48940dcd305d993,True,1000.0,21972312,0x5509a4a4c2394594c03a6440c34c4b0a47413e39ce5fd5bae49c196157ba9d72,684760700004,1722948108,6847607-4,,2,messagequeue,Processed,0x72f687bee8d974916294eaacff91d2f9cac86823bfc7f6d780cbfe567732a58e,True,assethub,polkadot,12,182667896,Success
2197065600056,1722938112,21970656-56,21970656-2,0,xcmpallet,Sent,0xc185ad9e24ab222a2888efc572d2f0815b7515308cb288fad3c1f9d480a2c7a3,True,1000.0,21970656,0xf3e6dc662ecb991940eb105011dcecba33cc3f4cab1a1b2a08c057e03bb61434,684679800003,1722938124,6846798-3,,2,messagequeue,Processed,0x0807381f989737555acd8e2f8c07c460323b0df72f839114f9a41a5278ab8d7e,True,assethub,polkadot,12,181667896,Success
2197008700054,1722934680,21970087-54,21970087-2,0,xcmpallet,Sent,0x36c830801a986cb2875cc5305870fe6ec170e42b16076457b67cb24c5d6f9e0c,True,1000.0,21970087,0x665392ea3995b816e009deab956f16198e7628bd49497f6f4c4abec5b6f4ae50,684651800004,1722934692,6846518-4,,2,messagequeue,Processed,0xccfadb444ea770da2676f12242c7cd5c00ce23f8c57ce06fa003691c64da972f,True,assethub,polkadot,12,182667896,Success
2197003000057,1722934338,21970030-57,21970030-2,0,xcmpallet,Sent,0x7f31c87f41e23f759025223099509fc494b9107cd05f00225e17147fcb0f40b4,True,1000.0,21970030,0xa7a223961586142798f4e9f86ccd9bbb34c55c9b100c8d243851bbd137dd96ea,684649000004,1722934350,6846490-4,,2,messagequeue,Processed,0xe8e528e6585aff53b6cd729b61932041cc8ec94f61e5291314da09e454084687,True,assethub,polkadot,12,181667896,Success
2196883000056,1722927090,21968830-56,21968830-2,0,xcmpallet,Sent,0x41d79a644b92181a4ec5306f6ff37906ce7dd7dc4ab314f64e42ba83d37a98ef,True,1000.0,21968830,0x97b1bcd3cf9dbdd680b885303c06211e2b37c5addb5f06b473a04900717abe85,684589600004,1722927108,6845896-4,,2,messagequeue,Processed,0x5c5b2e70ae89e36994a36deacc3dd32922e383280f0282ec7f90e4466e715883,True,assethub,polkadot,18,181667896,Success
2196874000064,1722926550,21968740-64,21968740-3,0,xcmpallet,Sent,0x758a3bf5c069d42f0d361f0a07be1089744a00d24125c678f606c21ae2259e8a,True,1000.0,21968740,0x4172b66920be046630f0c2e9d17ffa4a451b8a87a5febd7b146516f2a2b43026,684585100004,1722926568,6845851-4,,2,messagequeue,Processed,0x4783c7c87334b1c5e2bd28ec2f0ccf34419ebbf51fa6fd9cc816b6f4ec87624a,True,assethub,polkadot,18,181667896,Success
2196863100057,1722925896,21968631-57,21968631-2,0,xcmpallet,Sent,0x8cb1d8e6773ae605f9450b4d76be88f1b0242e85b615aceafd2dc62df3e6f4e2,True,1000.0,21968631,0x5f89c16db4416cf79f971f6219d473e194410d612295cf91c685cc7c43146e60,684579700004,1722925908,6845797-4,,2,messagequeue,Processed,0xe13542b9ca328d01838dfde04c6f79f3672a8785e2e2577dad790341e19369aa,True,assethub,polkadot,12,181667896,Success
2196849300059,1722925068,21968493-59,21968493-2,0,xcmpallet,Sent,0xcee08ea96db7eb8ecdec981e074e52baf2479e3ca06067a7aacb67f6f4d5da3a,True,1000.0,21968493,0xe850498fd46f69b3757c63c6a2886f2927e24e38a056c93081e7c36611f208c5,684572800004,1722925080,6845728-4,,2,messagequeue,Processed,0x5c7c554591f75088a33ab026100e7b73cd23ee4643bbb78d1107d6403b8bdcb2,True,assethub,polkadot,12,181667896,Success
2196831300056,1722923988,21968313-56,21968313-2,0,xcmpallet,Sent,0x8bdd473496e270b951f08633164a54209aa3407575834d0b55de7587d76c69a8,True,1000.0,21968313,0xb1209178348b0c2cafc7a1818ed49f1b6f48b70778d252f22dd5e2cb61815d3f,684563900004,1722924000,6845639-4,,2,messagequeue,Processed,0xa71954b7f83752c16c9d54aa1d206206683a6eebf6d4b6b8130fb41af73b7dab,True,assethub,polkadot,12,181667896,Success
2196797000053,1722921930,21967970-53,21967970-2,0,xcmpallet,Sent,0xaffd86688622358ec724b7f6f9b8e402c2a563619d4178b276d096e39ed6742e,True,1000.0,21967970,0x9df145c72a0f6f48c4aee2e87891ac9d4bf0ddb283565bd8977a56b505a386cd,684547300003,1722921948,6845473-3,,2,messagequeue,Processed,0xfcc9b719b3ff1b3987ebf1c27ebf80cfa9a5bf0cbea4f16e5fe5c50bf8ec0a29,True,assethub,polkadot,18,181667896,Success
2196778400057,1722920814,21967784-57,21967784-2,0,xcmpallet,Sent,0xca4956c798e6db4c63f3da21549f71b49223ea5dac204d5e1db4b6aec5318ea3,True,1000.0,21967784,0xc03fc704e6e562efdd758e01c55ed07b00a0324a17477ee1773b258196f18e7d,684538200004,1722920832,6845382-4,,2,messagequeue,Processed,0x73fb5789725a4c2d822e065379510be22224ff9ea10ec518006233a20b28991e,True,assethub,polkadot,18,179667896,Success
2196759200063,1722919650,21967592-63,21967592-3,0,xcmpallet,Sent,0xa893b6766bdae49b98b7e6e404e92b7a1211a5c9a0c61d9361fb0a907f399335,True,1000.0,21967592,0x26de32f242de204b32419a5d8086654f5ea8e9602f9b7cd6b394ef6919f98d30,684528800004,1722919668,6845288-4,,2,messagequeue,Processed,0x8cf7dfb6074d7acfecad1a9db73f25396db5c2373b1049e64c4f6e7e339dde46,True,assethub,polkadot,18,179667896,Success
2196756600055,1722919494,21967566-55,21967566-2,0,xcmpallet,Sent,0x23e319a86723f2dd870ffadd6c919c7476db449ea12ee542c5ea595144fda4d5,True,1000.0,21967566,0x6b0644fa0644f702db8bc5a5be731b8ce92cbae3f33f2276313d4241820ec1a3,684527500004,1722919512,6845275-4,,2,messagequeue,Processed,0xfe6a5082fccd3abb74f5e1d76f3f7f2e5687a6514c60d6e1fa32ff0f78d5c069,True,assethub,polkadot,18,179667896,Success
2196475500057,1722902574,21964755-57,21964755-2,0,xcmpallet,Sent,0x45d5b99c3505064ebed3d651763d98ce22121c10c4dc944ca8e45426444a867d,True,1000.0,21964755,0xe7132a8676ecf1984e47dba3189f57972e3aaf6a90b1e76ef0c3f3ef4109cd1e,684387700006,1722902586,6843877-6,,2,messagequeue,Processed,0x35805edad948c808004349ca68849a9788c65ddfea36619d323411841eaa9d7d,True,assethub,polkadot,12,209678305,Success
